from,to,count
Reggie Jackson,Spencer Dinwiddie,1
Tayshaun Prince,Spencer Dinwiddie,1
Austin Rivers,Spencer Hawes,8
Blake Griffin,Spencer Hawes,5
CJ Wilcox,Spencer Hawes,2
Chris Douglas-Roberts,Spencer Hawes,1
Chris Paul,Spencer Hawes,47
Dahntay Jones,Spencer Hawes,1
Glen Davis,Spencer Hawes,1
Hedo Turkoglu,Spencer Hawes,7
JJ Redick,Spencer Hawes,7
Jamal Crawford,Spencer Hawes,32
Jared Cunningham,Spencer Hawes,1
Jordan Farmar,Spencer Hawes,13
Jordan Hamilton,Spencer Hawes,2
Lester Hudson,Spencer Hawes,4
Matt Barnes,Spencer Hawes,4
Reggie Bullock,Spencer Hawes,2
Andre Iguodala,Stephen Curry,36
Andrew Bogut,Stephen Curry,67
Brandon Rush,Stephen Curry,2
David Lee,Stephen Curry,6
Draymond Green,Stephen Curry,64
Festus Ezeli,Stephen Curry,3
Harrison Barnes,Stephen Curry,35
Justin Holiday,Stephen Curry,4
Klay Thompson,Stephen Curry,37
Leandro Barbosa,Stephen Curry,11
Marreese Speights,Stephen Curry,9
Shaun Livingston,Stephen Curry,16
Allen Crabbe,Steve Blake,3
Alonzo Gee,Steve Blake,1
Arron Afflalo,Steve Blake,4
CJ McCollum,Steve Blake,4
Chris Kaman,Steve Blake,5
Damian Lillard,Steve Blake,14
Dorell Wright,Steve Blake,3
Joel Freeland,Steve Blake,3
LaMarcus Aldridge,Steve Blake,7
Meyers Leonard,Steve Blake,2
Nicolas Batum,Steve Blake,7
Robin Lopez,Steve Blake,2
Thomas Robinson,Steve Blake,1
Tim Frazier,Steve Blake,4
Wesley Matthews,Steve Blake,9
Will Barton,Steve Blake,3
D.J. Augustin,Steve Novak,3
Dante Exum,Steve Novak,2
Dion Waiters,Steve Novak,1
Elijah Millsap,Steve Novak,1
Gordon Hayward,Steve Novak,1
Jeremy Evans,Steve Novak,1
Joe Ingles,Steve Novak,1
Russell Westbrook,Steve Novak,2
Trevor Booker,Steve Novak,1
Trey Burke,Steve Novak,9
Andre Roberson,Steven Adams,9
Anthony Morrow,Steven Adams,1
D.J. Augustin,Steven Adams,5
Dion Waiters,Steven Adams,2
Ish Smith,Steven Adams,1
Jeremy Lamb,Steven Adams,3
Kevin Durant,Steven Adams,13
Kyle Singler,Steven Adams,1
Lance Thomas,Steven Adams,1
Mitch McGary,Steven Adams,1
Nick Collison,Steven Adams,3
Perry Jones,Steven Adams,1
Reggie Jackson,Steven Adams,21
Russell Westbrook,Steven Adams,71
Sebastian Telfair,Steven Adams,5
Serge Ibaka,Steven Adams,3
AJ Price,TJ Warren,1
Alex Len,TJ Warren,1
Anthony Tolliver,TJ Warren,1
Archie Goodwin,TJ Warren,8
Brandan Wright,TJ Warren,3
Brandon Knight,TJ Warren,5
Earl Barron,TJ Warren,1
Eric Bledsoe,TJ Warren,21
Gerald Green,TJ Warren,6
Isaiah Thomas,TJ Warren,2
Marcus Morris,TJ Warren,5
Marcus Thornton,TJ Warren,1
Markieff Morris,TJ Warren,6
PJ Tucker,TJ Warren,6
Tyler Ennis,TJ Warren,5
Aaron Brooks,Taj Gibson,34
Derrick Rose,Taj Gibson,16
Doug McDermott,Taj Gibson,2
E'Twaun Moore,Taj Gibson,2
Jimmy Butler,Taj Gibson,34
Joakim Noah,Taj Gibson,19
Kirk Hinrich,Taj Gibson,17
Mike Dunleavy,Taj Gibson,9
Nikola Mirotic,Taj Gibson,16
Pau Gasol,Taj Gibson,25
Tony Snell,Taj Gibson,8
Donatas Motiejunas,Tarik Black,3
Ed Davis,Tarik Black,2
Francisco Garcia,Tarik Black,1
Jabari Brown,Tarik Black,3
James Harden,Tarik Black,10
Jason Terry,Tarik Black,3
Jeremy Lin,Tarik Black,12
Joey Dorsey,Tarik Black,2
Jordan Clarkson,Tarik Black,35
Jordan Hill,Tarik Black,1
Kobe Bryant,Tarik Black,2
Kostas Papanikolaou,Tarik Black,6
Nick Johnson,Tarik Black,1
Nick Young,Tarik Black,1
Patrick Beverley,Tarik Black,1
Ronnie Price,Tarik Black,1
Ryan Kelly,Tarik Black,5
Trevor Ariza,Tarik Black,4
Wayne Ellington,Tarik Black,4
Wesley Johnson,Tarik Black,4
Andre Drummond,Tayshaun Prince,1
Avery Bradley,Tayshaun Prince,1
Beno Udrih,Tayshaun Prince,6
Courtney Lee,Tayshaun Prince,4
Evan Turner,Tayshaun Prince,4
Greg Monroe,Tayshaun Prince,2
Jae Crowder,Tayshaun Prince,2
Jared Sullinger,Tayshaun Prince,3
Jodie Meeks,Tayshaun Prince,8
Joel Anthony,Tayshaun Prince,1
John III Lucas,Tayshaun Prince,3
Kentavious Caldwell-Pope,Tayshaun Prince,4
Kosta Koufos,Tayshaun Prince,2
Marc Gasol,Tayshaun Prince,10
Marcus Smart,Tayshaun Prince,4
Marcus Thornton,Tayshaun Prince,1
Mike Conley,Tayshaun Prince,16
Nick Calathes,Tayshaun Prince,3
Phil Pressey,Tayshaun Prince,2
Reggie Jackson,Tayshaun Prince,23
Spencer Dinwiddie,Tayshaun Prince,10
Tony Allen,Tayshaun Prince,1
Vince Carter,Tayshaun Prince,4
Zach Randolph,Tayshaun Prince,2
Corey Brewer,Terrence Jones,9
Donatas Motiejunas,Terrence Jones,9
Dwight Howard,Terrence Jones,5
James Harden,Terrence Jones,35
Jason Terry,Terrence Jones,4
Josh Smith,Terrence Jones,10
Kostas Papanikolaou,Terrence Jones,2
Pablo Prigioni,Terrence Jones,4
Patrick Beverley,Terrence Jones,10
Trevor Ariza,Terrence Jones,12
Amir Johnson,Terrence Ross,16
Charles Hayes,Terrence Ross,6
DeMar DeRozan,Terrence Ross,44
Greg Stiemsma,Terrence Ross,1
Greivis Vasquez,Terrence Ross,21
James Johnson,Terrence Ross,10
Jonas Valanciunas,Terrence Ross,10
Kyle Lowry,Terrence Ross,89
Landry Fields,Terrence Ross,4
Louis Williams,Terrence Ross,10
Patrick Patterson,Terrence Ross,18
Tyler Hansbrough,Terrence Ross,1
Al Horford,Thabo Sefolosha,12
Austin Daye,Thabo Sefolosha,2
DeMarre Carroll,Thabo Sefolosha,1
Dennis Schroder,Thabo Sefolosha,7
Jeff Teague,Thabo Sefolosha,12
Kent Bazemore,Thabo Sefolosha,4
Kyle Korver,Thabo Sefolosha,12
Mike Muscala,Thabo Sefolosha,2
Mike Scott,Thabo Sefolosha,4
Paul Millsap,Thabo Sefolosha,9
Pero Antic,Thabo Sefolosha,3
Shelvin Mack,Thabo Sefolosha,10
Alan Anderson,Thaddeus Young,1
Andrew Wiggins,Thaddeus Young,16
Anthony Bennett,Thaddeus Young,1
Bojan Bogdanovic,Thaddeus Young,2
Chase Budinger,Thaddeus Young,4
Corey Brewer,Thaddeus Young,10
Deron Williams,Thaddeus Young,44
Gorgui Dieng,Thaddeus Young,11
Jarrett Jack,Thaddeus Young,20
Joe Johnson,Thaddeus Young,18
Kevin Martin,Thaddeus Young,6
Lorenzo Brown,Thaddeus Young,2
Markel Brown,Thaddeus Young,5
Mason Plumlee,Thaddeus Young,7
Mo Williams,Thaddeus Young,48
Nikola Pekovic,Thaddeus Young,4
Ricky Rubio,Thaddeus Young,18
Robbie Hummel,Thaddeus Young,2
Shabazz Muhammad,Thaddeus Young,9
Troy Daniels,Thaddeus Young,3
Zach LaVine,Thaddeus Young,34
Allen Crabbe,Thomas Robinson,1
CJ McCollum,Thomas Robinson,2
Damian Lillard,Thomas Robinson,3
Dorell Wright,Thomas Robinson,1
Furkan Aldemir,Thomas Robinson,2
Glenn Robinson,Thomas Robinson,2
Henry Sims,Thomas Robinson,3
Hollis Thompson,Thomas Robinson,5
Isaiah Canaan,Thomas Robinson,5
Ish Smith,Thomas Robinson,12
JaKarr Sampson,Thomas Robinson,1
Jason Richardson,Thomas Robinson,1
Jerami Grant,Thomas Robinson,5
Nicolas Batum,Thomas Robinson,11
Robert Covington,Thomas Robinson,5
Steve Blake,Thomas Robinson,4
Wesley Matthews,Thomas Robinson,5
Will Barton,Thomas Robinson,3
Boris Diaw,Tiago Splitter,8
Cory Joseph,Tiago Splitter,9
Danny Green,Tiago Splitter,11
Kawhi Leonard,Tiago Splitter,12
Manu Ginobili,Tiago Splitter,23
Marco Belinelli,Tiago Splitter,4
Matt Bonner,Tiago Splitter,2
Patty Mills,Tiago Splitter,5
Reggie Williams,Tiago Splitter,1
Tim Duncan,Tiago Splitter,22
Tony Parker,Tiago Splitter,20
Aron Baynes,Tim Duncan,3
Austin Daye,Tim Duncan,2
Boris Diaw,Tim Duncan,31
Cory Joseph,Tim Duncan,18
Danny Green,Tim Duncan,43
Kawhi Leonard,Tim Duncan,27
Kyle Anderson,Tim Duncan,3
Manu Ginobili,Tim Duncan,45
Marco Belinelli,Tim Duncan,16
Matt Bonner,Tim Duncan,4
Patty Mills,Tim Duncan,5
Tiago Splitter,Tim Duncan,19
Tony Parker,Tim Duncan,94
Damian Lillard,Tim Frazier,1
Hollis Thompson,Tim Frazier,1
Jerami Grant,Tim Frazier,1
Luc Moute a Mbah,Tim Frazier,1
Nerlens Noel,Tim Frazier,1
Steve Blake,Tim Frazier,2
Amar'e Stoudemire,Tim Hardaway Jr,8
Andrea Bargnani,Tim Hardaway Jr,7
Carmelo Anthony,Tim Hardaway Jr,17
Cleanthony Early,Tim Hardaway Jr,4
Cole Aldrich,Tim Hardaway Jr,10
Iman Shumpert,Tim Hardaway Jr,10
J.R. Smith,Tim Hardaway Jr,6
Jason Smith,Tim Hardaway Jr,22
Jose Calderon,Tim Hardaway Jr,15
Lance Thomas,Tim Hardaway Jr,9
Langston Galloway,Tim Hardaway Jr,18
Lou Amundson,Tim Hardaway Jr,5
Pablo Prigioni,Tim Hardaway Jr,14
Quincy Acy,Tim Hardaway Jr,12
Samuel Dalembert,Tim Hardaway Jr,3
Shane Larkin,Tim Hardaway Jr,24
Travis Wear,Tim Hardaway Jr,6
Alonzo Gee,Timofey Mozgov,2
Arron Afflalo,Timofey Mozgov,3
Danilo Gallinari,Timofey Mozgov,5
Darrell Arthur,Timofey Mozgov,5
Gary Harris,Timofey Mozgov,2
Iman Shumpert,Timofey Mozgov,2
J.R. Smith,Timofey Mozgov,18
Kenneth Faried,Timofey Mozgov,5
Kevin Love,Timofey Mozgov,20
Kyrie Irving,Timofey Mozgov,41
LeBron James,Timofey Mozgov,58
Matthew Dellavedova,Timofey Mozgov,15
Mike Miller,Timofey Mozgov,1
Nate Robinson,Timofey Mozgov,2
Randy Foye,Timofey Mozgov,2
Ty Lawson,Timofey Mozgov,52
Wilson Chandler,Timofey Mozgov,5
Aaron Gordon,Tobias Harris,4
Andrew Nicholson,Tobias Harris,2
Ben Gordon,Tobias Harris,7
Channing Frye,Tobias Harris,22
Dewayne Dedmon,Tobias Harris,1
Elfrid Payton,Tobias Harris,85
Evan Fournier,Tobias Harris,22
Kyle O'Quinn,Tobias Harris,17
Luke Ridnour,Tobias Harris,11
Maurice Harkless,Tobias Harris,3
Nikola Vucevic,Tobias Harris,43
Victor Oladipo,Tobias Harris,56
Willie Green,Tobias Harris,9
Alexis Ajinca,Toney Douglas,1
Anthony Davis,Toney Douglas,1
Jimmer Fredette,Toney Douglas,2
Tyreke Evans,Toney Douglas,2
Beno Udrih,Tony Allen,11
Courtney Lee,Tony Allen,13
Jeff Green,Tony Allen,5
Jon Leuer,Tony Allen,4
Kosta Koufos,Tony Allen,4
Marc Gasol,Tony Allen,28
Mike Conley,Tony Allen,37
Nick Calathes,Tony Allen,15
Quincy Pondexter,Tony Allen,1
Tayshaun Prince,Tony Allen,2
Vince Carter,Tony Allen,3
Zach Randolph,Tony Allen,15
Aron Baynes,Tony Parker,3
Austin Daye,Tony Parker,1
Boris Diaw,Tony Parker,12
Cory Joseph,Tony Parker,5
Danny Green,Tony Parker,17
Kawhi Leonard,Tony Parker,25
Kyle Anderson,Tony Parker,1
Manu Ginobili,Tony Parker,10
Marco Belinelli,Tony Parker,8
Matt Bonner,Tony Parker,2
Patty Mills,Tony Parker,2
Tiago Splitter,Tony Parker,3
Tim Duncan,Tony Parker,36
Aaron Brooks,Tony Snell,13
Derrick Rose,Tony Snell,15
E'Twaun Moore,Tony Snell,4
Jimmy Butler,Tony Snell,7
Joakim Noah,Tony Snell,30
Kirk Hinrich,Tony Snell,6
Mike Dunleavy,Tony Snell,7
Nikola Mirotic,Tony Snell,6
Pau Gasol,Tony Snell,19
Taj Gibson,Tony Snell,7
Alexey Shved,Tony Wroten,4
Brandon Davies,Tony Wroten,3
Chris Johnson,Tony Wroten,2
Henry Sims,Tony Wroten,12
Hollis Thompson,Tony Wroten,6
JaKarr Sampson,Tony Wroten,5
KJ McDaniels,Tony Wroten,6
Luc Moute a Mbah,Tony Wroten,5
Malcolm Thomas,Tony Wroten,1
Michael Carter-Williams,Tony Wroten,19
Nerlens Noel,Tony Wroten,7
Robert Covington,Tony Wroten,6
Ramon Sessions,Toure Murry,1
Alexey Shved,Travis Wear,1
Amar'e Stoudemire,Travis Wear,1
Carmelo Anthony,Travis Wear,1
Cleanthony Early,Travis Wear,1
Cole Aldrich,Travis Wear,7
Iman Shumpert,Travis Wear,2
J.R. Smith,Travis Wear,1
Jason Smith,Travis Wear,3
Jose Calderon,Travis Wear,9
Langston Galloway,Travis Wear,4
Pablo Prigioni,Travis Wear,6
Quincy Acy,Travis Wear,2
Shane Larkin,Travis Wear,3
Tim Jr. Hardaway,Travis Wear,4
Corey Brewer,Trevor Ariza,11
Donatas Motiejunas,Trevor Ariza,22
Dwight Howard,Trevor Ariza,8
Francisco Garcia,Trevor Ariza,2
Isaiah Canaan,Trevor Ariza,8
James Harden,Trevor Ariza,114
Jason Terry,Trevor Ariza,17
Joey Dorsey,Trevor Ariza,3
Josh Smith,Trevor Ariza,24
Kostas Papanikolaou,Trevor Ariza,7
Nick Johnson,Trevor Ariza,1
Pablo Prigioni,Trevor Ariza,10
Patrick Beverley,Trevor Ariza,39
Tarik Black,Trevor Ariza,4
Terrence Jones,Trevor Ariza,10
Troy Daniels,Trevor Ariza,1
Alec Burks,Trevor Booker,7
Bryce Cotton,Trevor Booker,3
Dante Exum,Trevor Booker,17
Derrick Favors,Trevor Booker,4
Elijah Millsap,Trevor Booker,7
Enes Kanter,Trevor Booker,1
Gordon Hayward,Trevor Booker,30
Ian Clark,Trevor Booker,1
Jeremy Evans,Trevor Booker,1
Joe Ingles,Trevor Booker,17
Rodney Hood,Trevor Booker,11
Rudy Gobert,Trevor Booker,7
Steve Novak,Trevor Booker,1
Trey Burke,Trevor Booker,32
Alec Burks,Trey Burke,14
Dante Exum,Trey Burke,11
Derrick Favors,Trey Burke,17
Elijah Millsap,Trey Burke,10
Enes Kanter,Trey Burke,6
Gordon Hayward,Trey Burke,51
Jeremy Evans,Trey Burke,1
Joe Ingles,Trey Burke,12
Rodney Hood,Trey Burke,12
Rudy Gobert,Trey Burke,14
Trevor Booker,Trey Burke,15
AJ Price,Tristan Thompson,1
Dion Waiters,Tristan Thompson,10
Iman Shumpert,Tristan Thompson,3
J.R. Smith,Tristan Thompson,6
James Jones,Tristan Thompson,2
Joe Harris,Tristan Thompson,2
Kevin Love,Tristan Thompson,22
Kyrie Irving,Tristan Thompson,48
LeBron James,Tristan Thompson,51
Lou Amundson,Tristan Thompson,1
Matthew Dellavedova,Tristan Thompson,34
Mike Miller,Tristan Thompson,3
Shawn Marion,Tristan Thompson,6
Timofey Mozgov,Tristan Thompson,1
Andrew Wiggins,Troy Daniels,2
Anthony Bennett,Troy Daniels,3
Brian Roberts,Troy Daniels,10
Clint Capela,Troy Daniels,1
Donatas Motiejunas,Troy Daniels,3
Dwight Howard,Troy Daniels,1
Glenn Robinson,Troy Daniels,1
Isaiah Canaan,Troy Daniels,1
James Harden,Troy Daniels,1
Jeff Taylor,Troy Daniels,2
Kemba Walker,Troy Daniels,4
Kostas Papanikolaou,Troy Daniels,4
Lance Stephenson,Troy Daniels,1
Mo Williams,Troy Daniels,1
PJ Hairston,Troy Daniels,1
Patrick Beverley,Troy Daniels,2
Robbie Hummel,Troy Daniels,1
Thaddeus Young,Troy Daniels,2
Zach LaVine,Troy Daniels,4
Alonzo Gee,Ty Lawson,2
Arron Afflalo,Ty Lawson,16
Danilo Gallinari,Ty Lawson,8
Darrell Arthur,Ty Lawson,5
Erick Green,Ty Lawson,1
JJ Hickson,Ty Lawson,6
Jameer Nelson,Ty Lawson,2
Jusuf Nurkic,Ty Lawson,13
Kenneth Faried,Ty Lawson,11
Nate Robinson,Ty Lawson,1
Randy Foye,Ty Lawson,8
Timofey Mozgov,Ty Lawson,3
Will Barton,Ty Lawson,1
Wilson Chandler,Ty Lawson,15
Archie Goodwin,Tyler Ennis,2
Ersan Ilyasova,Tyler Ennis,2
Jared Dudley,Tyler Ennis,4
Jerryd Bayless,Tyler Ennis,2
Jorge Gutierrez,Tyler Ennis,1
Khris Middleton,Tyler Ennis,4
Michael Carter-Williams,Tyler Ennis,1
O.J. Mayo,Tyler Ennis,2
TJ Warren,Tyler Ennis,2
Zaza Pachulia,Tyler Ennis,1
Charles Hayes,Tyler Hansbrough,1
DeMar DeRozan,Tyler Hansbrough,6
Greivis Vasquez,Tyler Hansbrough,19
James Johnson,Tyler Hansbrough,7
Kyle Lowry,Tyler Hansbrough,6
Louis Williams,Tyler Hansbrough,9
Patrick Patterson,Tyler Hansbrough,14
Terrence Ross,Tyler Hansbrough,4
Chris Andersen,Tyler Johnson,4
Chris Bosh,Tyler Johnson,1
Dwyane Wade,Tyler Johnson,6
Goran Dragic,Tyler Johnson,4
Henry Walker,Tyler Johnson,1
James Ennis,Tyler Johnson,2
Justin Hamilton,Tyler Johnson,1
Luol Deng,Tyler Johnson,1
Mario Chalmers,Tyler Johnson,8
Michael Beasley,Tyler Johnson,3
Norris Cole,Tyler Johnson,3
Shabazz Napier,Tyler Johnson,5
Udonis Haslem,Tyler Johnson,1
Avery Bradley,Tyler Zeller,25
Brandon Bass,Tyler Zeller,12
Evan Turner,Tyler Zeller,103
Gerald Wallace,Tyler Zeller,1
Gigi Datome,Tyler Zeller,1
Isaiah Thomas,Tyler Zeller,7
Jae Crowder,Tyler Zeller,10
Jameer Nelson,Tyler Zeller,6
James Young,Tyler Zeller,2
Jared Sullinger,Tyler Zeller,5
Jeff Green,Tyler Zeller,9
Jonas Jerebko,Tyler Zeller,3
Kelly Olynyk,Tyler Zeller,4
Marcus Smart,Tyler Zeller,31
Marcus Thornton,Tyler Zeller,7
Phil Pressey,Tyler Zeller,5
Rajon Rondo,Tyler Zeller,34
Tayshaun Prince,Tyler Zeller,4
Alexis Ajinca,Tyreke Evans,3
Anthony Davis,Tyreke Evans,38
Austin Rivers,Tyreke Evans,3
Dante Cunningham,Tyreke Evans,11
Eric Gordon,Tyreke Evans,27
John Salmons,Tyreke Evans,2
Jrue Holiday,Tyreke Evans,40
Luke Babbitt,Tyreke Evans,1
Norris Cole,Tyreke Evans,3
Omer Asik,Tyreke Evans,19
Quincy Pondexter,Tyreke Evans,7
Ryan Anderson,Tyreke Evans,8
Jordan Adams,Tyrus Thomas,1
Al-Farouq Aminu,Tyson Chandler,4
Chandler Parsons,Tyson Chandler,32
Devin Harris,Tyson Chandler,24
Dirk Nowitzki,Tyson Chandler,10
Jameer Nelson,Tyson Chandler,10
Juan Jose Barea,Tyson Chandler,16
Monta Ellis,Tyson Chandler,68
Rajon Rondo,Tyson Chandler,40
Richard Jefferson,Tyson Chandler,9
Chris Andersen,Udonis Haslem,2
Chris Bosh,Udonis Haslem,1
Dwyane Wade,Udonis Haslem,17
Goran Dragic,Udonis Haslem,14
Henry Walker,Udonis Haslem,2
James Ennis,Udonis Haslem,6
Josh McRoberts,Udonis Haslem,1
Justin Hamilton,Udonis Haslem,1
Luol Deng,Udonis Haslem,12
Mario Chalmers,Udonis Haslem,10
Norris Cole,Udonis Haslem,3
Shabazz Napier,Udonis Haslem,4
Tyler Johnson,Udonis Haslem,1
Zoran Dragic,Udonis Haslem,1
Ed Davis,Vander Blue,1
Jabari Brown,Vander Blue,1
Ryan Kelly,Vander Blue,1
Tarik Black,Vander Blue,1
Chris Kaman,Victor Claver,1
Damian Lillard,Victor Claver,2
Joel Freeland,Victor Claver,1
Meyers Leonard,Victor Claver,1
Nicolas Batum,Victor Claver,1
Will Barton,Victor Claver,3
Aaron Gordon,Victor Oladipo,8
Andrew Nicholson,Victor Oladipo,3
Ben Gordon,Victor Oladipo,3
Channing Frye,Victor Oladipo,13
Devyn Marble,Victor Oladipo,3
Dewayne Dedmon,Victor Oladipo,1
Elfrid Payton,Victor Oladipo,69
Evan Fournier,Victor Oladipo,9
Kyle O'Quinn,Victor Oladipo,9
Luke Ridnour,Victor Oladipo,5
Maurice Harkless,Victor Oladipo,6
Nikola Vucevic,Victor Oladipo,24
Tobias Harris,Victor Oladipo,22
Willie Green,Victor Oladipo,9
Beno Udrih,Vince Carter,21
Courtney Lee,Vince Carter,5
Jeff Green,Vince Carter,3
Jon Leuer,Vince Carter,6
Jordan Adams,Vince Carter,3
Kosta Koufos,Vince Carter,5
Marc Gasol,Vince Carter,7
Mike Conley,Vince Carter,9
Nick Calathes,Vince Carter,7
Quincy Pondexter,Vince Carter,1
Russ Smith,Vince Carter,1
Tayshaun Prince,Vince Carter,3
Tony Allen,Vince Carter,1
Zach Randolph,Vince Carter,8
Carlos Boozer,Wayne Ellington,9
Ed Davis,Wayne Ellington,11
Jabari Brown,Wayne Ellington,3
Jeremy Lin,Wayne Ellington,20
Jordan Clarkson,Wayne Ellington,27
Jordan Hill,Wayne Ellington,16
Kobe Bryant,Wayne Ellington,2
Nick Young,Wayne Ellington,5
Robert Sacre,Wayne Ellington,14
Ronnie Price,Wayne Ellington,16
Ryan Kelly,Wayne Ellington,14
Tarik Black,Wayne Ellington,8
Wesley Johnson,Wayne Ellington,12
Carlos Boozer,Wesley Johnson,12
Ed Davis,Wesley Johnson,23
Jabari Brown,Wesley Johnson,5
Jeremy Lin,Wesley Johnson,34
Jordan Clarkson,Wesley Johnson,18
Jordan Hill,Wesley Johnson,27
Kobe Bryant,Wesley Johnson,33
Nick Young,Wesley Johnson,3
Robert Sacre,Wesley Johnson,3
Ronnie Price,Wesley Johnson,24
Ryan Kelly,Wesley Johnson,11
Tarik Black,Wesley Johnson,7
Wayne Ellington,Wesley Johnson,11
Allen Crabbe,Wesley Matthews,3
CJ McCollum,Wesley Matthews,3
Chris Kaman,Wesley Matthews,10
Damian Lillard,Wesley Matthews,93
Dorell Wright,Wesley Matthews,3
Joel Freeland,Wesley Matthews,3
LaMarcus Aldridge,Wesley Matthews,19
Meyers Leonard,Wesley Matthews,3
Nicolas Batum,Wesley Matthews,45
Robin Lopez,Wesley Matthews,7
Steve Blake,Wesley Matthews,35
Allen Crabbe,Will Barton,1
CJ McCollum,Will Barton,2
Damian Lillard,Will Barton,5
Danilo Gallinari,Will Barton,2
Darrell Arthur,Will Barton,1
Dorell Wright,Will Barton,1
Erick Green,Will Barton,7
Gary Harris,Will Barton,2
JJ Hickson,Will Barton,2
Jameer Nelson,Will Barton,12
Joffrey Lauvergne,Will Barton,2
Jusuf Nurkic,Will Barton,1
Kenneth Faried,Will Barton,1
Meyers Leonard,Will Barton,2
Nicolas Batum,Will Barton,2
Randy Foye,Will Barton,4
Steve Blake,Will Barton,7
Ty Lawson,Will Barton,16
Wesley Matthews,Will Barton,1
Wilson Chandler,Will Barton,5
Rasual Butler,Will Bynum,1
Dion Waiters,Will Cherry,1
LeBron James,Will Cherry,2
Aaron Gordon,Willie Green,6
Andrew Nicholson,Willie Green,1
Channing Frye,Willie Green,3
Devyn Marble,Willie Green,1
Dewayne Dedmon,Willie Green,1
Elfrid Payton,Willie Green,18
Evan Fournier,Willie Green,5
Kyle O'Quinn,Willie Green,4
Luke Ridnour,Willie Green,13
Nikola Vucevic,Willie Green,6
Tobias Harris,Willie Green,4
Victor Oladipo,Willie Green,4
Alonzo Gee,Wilson Chandler,2
Arron Afflalo,Wilson Chandler,27
Danilo Gallinari,Wilson Chandler,10
Darrell Arthur,Wilson Chandler,4
Erick Green,Wilson Chandler,3
Gary Harris,Wilson Chandler,3
JJ Hickson,Wilson Chandler,6
Jameer Nelson,Wilson Chandler,11
Jusuf Nurkic,Wilson Chandler,8
Kenneth Faried,Wilson Chandler,19
Nate Robinson,Wilson Chandler,9
Randy Foye,Wilson Chandler,22
Timofey Mozgov,Wilson Chandler,4
Ty Lawson,Wilson Chandler,124
Will Barton,Wilson Chandler,4
Robert Sacre,Xavier Henry,1
Ronnie Price,Xavier Henry,1
Adreian Payne,Zach LaVine,3
Andrew Wiggins,Zach LaVine,23
Anthony Bennett,Zach LaVine,2
Chase Budinger,Zach LaVine,13
Corey Brewer,Zach LaVine,6
Gary Neal,Zach LaVine,4
Glenn Robinson,Zach LaVine,1
Gorgui Dieng,Zach LaVine,12
Jeff Adrien,Zach LaVine,1
Justin Hamilton,Zach LaVine,2
Kevin Martin,Zach LaVine,10
Lorenzo Brown,Zach LaVine,16
Mo Williams,Zach LaVine,4
Nikola Pekovic,Zach LaVine,2
Ricky Rubio,Zach LaVine,2
Robbie Hummel,Zach LaVine,2
Shabazz Muhammad,Zach LaVine,9
Thaddeus Young,Zach LaVine,13
Beno Udrih,Zach Randolph,18
Courtney Lee,Zach Randolph,28
JaMychal Green,Zach Randolph,1
Jeff Green,Zach Randolph,15
Jon Leuer,Zach Randolph,1
Jordan Adams,Zach Randolph,1
Kosta Koufos,Zach Randolph,1
Marc Gasol,Zach Randolph,54
Mike Conley,Zach Randolph,53
Nick Calathes,Zach Randolph,10
Quincy Pondexter,Zach Randolph,5
Tayshaun Prince,Zach Randolph,4
Tony Allen,Zach Randolph,24
Vince Carter,Zach Randolph,4
Brandon Knight,Zaza Pachulia,23
Ersan Ilyasova,Zaza Pachulia,6
Giannis Antetokounmpo,Zaza Pachulia,23
Jabari Parker,Zaza Pachulia,1
Jared Dudley,Zaza Pachulia,13
Jerryd Bayless,Zaza Pachulia,19
John Henson,Zaza Pachulia,1
Johnny O'Bryant,Zaza Pachulia,3
Jorge Gutierrez,Zaza Pachulia,1
Kendall Marshall,Zaza Pachulia,7
Khris Middleton,Zaza Pachulia,35
Michael Carter-Williams,Zaza Pachulia,22
Nate Wolters,Zaza Pachulia,2
O.J. Mayo,Zaza Pachulia,17
Tyler Ennis,Zaza Pachulia,5
Goran Dragic,Zoran Dragic,1
Henry Walker,Zoran Dragic,1
James Ennis,Zoran Dragic,2
Michael Beasley,Zoran Dragic,2
Tyler Johnson,Zoran Dragic,1
