from,to,count
D.J. Augustin,Jonas Jerebko,27
Evan Turner,Jonas Jerebko,11
Gerald Wallace,Jonas Jerebko,1
Gigi Datome,Jonas Jerebko,3
Greg Monroe,Jonas Jerebko,6
Isaiah Thomas,Jonas Jerebko,20
Jae Crowder,Jonas Jerebko,5
Jared Sullinger,Jonas Jerebko,2
Jodie Meeks,Jonas Jerebko,5
Kelly Olynyk,Jonas Jerebko,4
Kentavious Caldwell-Pope,Jonas Jerebko,4
Kyle Singler,Jonas Jerebko,5
Marcus Smart,Jonas Jerebko,7
Phil Pressey,Jonas Jerebko,7
Spencer Dinwiddie,Jonas Jerebko,5
Tyler Zeller,Jonas Jerebko,1
Amir Johnson,Jonas Valanciunas,23
DeMar DeRozan,Jonas Valanciunas,25
Greivis Vasquez,Jonas Valanciunas,31
James Johnson,Jonas Valanciunas,6
Kyle Lowry,Jonas Valanciunas,79
Landry Fields,Jonas Valanciunas,1
Louis Williams,Jonas Valanciunas,7
Lucas Nogueira,Jonas Valanciunas,1
Patrick Patterson,Jonas Valanciunas,15
Terrence Ross,Jonas Valanciunas,10
Tyler Hansbrough,Jonas Valanciunas,1
Jarnell Stokes,Jordan Adams,2
Jon Leuer,Jordan Adams,3
Kosta Koufos,Jordan Adams,1
Marc Gasol,Jordan Adams,2
Nick Calathes,Jordan Adams,9
Russ Smith,Jordan Adams,3
Vince Carter,Jordan Adams,2
Carlos Boozer,Jordan Clarkson,11
Dwight Buycks,Jordan Clarkson,2
Ed Davis,Jordan Clarkson,3
Jabari Brown,Jordan Clarkson,5
Jeremy Lin,Jordan Clarkson,11
Jordan Hill,Jordan Clarkson,5
Nick Young,Jordan Clarkson,1
Robert Sacre,Jordan Clarkson,9
Ronnie Price,Jordan Clarkson,4
Ryan Kelly,Jordan Clarkson,15
Tarik Black,Jordan Clarkson,6
Wayne Ellington,Jordan Clarkson,10
Wesley Johnson,Jordan Clarkson,9
Xavier Henry,Jordan Clarkson,1
Blake Griffin,Jordan Farmar,1
Chris Paul,Jordan Farmar,1
Ekpe Udoh,Jordan Farmar,2
Glen Davis,Jordan Farmar,4
Hedo Turkoglu,Jordan Farmar,2
Jamal Crawford,Jordan Farmar,10
Jared Cunningham,Jordan Farmar,2
Reggie Bullock,Jordan Farmar,2
Spencer Hawes,Jordan Farmar,8
Austin Rivers,Jordan Hamilton,2
Blake Griffin,Jordan Hamilton,1
Chris Paul,Jordan Hamilton,4
Nate Robinson,Jordan Hamilton,1
Spencer Hawes,Jordan Hamilton,1
Carlos Boozer,Jordan Hill,9
Ed Davis,Jordan Hill,15
Jabari Brown,Jordan Hill,6
Jeremy Lin,Jordan Hill,44
Jordan Clarkson,Jordan Hill,16
Kobe Bryant,Jordan Hill,51
Nick Young,Jordan Hill,1
Robert Sacre,Jordan Hill,1
Ronnie Price,Jordan Hill,28
Ryan Kelly,Jordan Hill,6
Tarik Black,Jordan Hill,1
Wayne Ellington,Jordan Hill,14
Wesley Johnson,Jordan Hill,27
Brandon Knight,Jorge Gutierrez,2
Cory Jefferson,Jorge Gutierrez,1
Giannis Antetokounmpo,Jorge Gutierrez,1
Jerryd Bayless,Jorge Gutierrez,1
Johnny O'Bryant,Jorge Gutierrez,2
Khris Middleton,Jorge Gutierrez,1
O.J. Mayo,Jorge Gutierrez,3
Sergey Karasev,Jorge Gutierrez,1
Tyler Ennis,Jorge Gutierrez,3
Amar'e Stoudemire,Jose Calderon,5
Carmelo Anthony,Jose Calderon,17
Cole Aldrich,Jose Calderon,7
Iman Shumpert,Jose Calderon,5
J.R. Smith,Jose Calderon,1
Jason Smith,Jose Calderon,16
Lance Thomas,Jose Calderon,2
Langston Galloway,Jose Calderon,9
Lou Amundson,Jose Calderon,8
Pablo Prigioni,Jose Calderon,7
Quincy Acy,Jose Calderon,5
Samuel Dalembert,Jose Calderon,2
Shane Larkin,Jose Calderon,3
Tim Jr. Hardaway,Jose Calderon,10
Travis Wear,Jose Calderon,2
Al-Farouq Aminu,Jose Juan Barea,10
Bernard James,Jose Juan Barea,1
Chandler Parsons,Jose Juan Barea,8
Charlie Villanueva,Jose Juan Barea,2
Devin Harris,Jose Juan Barea,7
Dirk Nowitzki,Jose Juan Barea,12
Dwight Powell,Jose Juan Barea,3
Jae Crowder,Jose Juan Barea,2
Monta Ellis,Jose Juan Barea,4
Rajon Rondo,Jose Juan Barea,3
Raymond Felton,Jose Juan Barea,2
Richard Jefferson,Jose Juan Barea,3
Tyson Chandler,Jose Juan Barea,4
Chris Bosh,Josh McRoberts,1
Dwyane Wade,Josh McRoberts,7
James Ennis,Josh McRoberts,1
Luol Deng,Josh McRoberts,2
Mario Chalmers,Josh McRoberts,4
Norris Cole,Josh McRoberts,2
Shabazz Napier,Josh McRoberts,2
Alexey Shved,Josh Smith,1
Andre Drummond,Josh Smith,1
Brandon Jennings,Josh Smith,53
Caron Butler,Josh Smith,2
Corey Brewer,Josh Smith,16
D.J. Augustin,Josh Smith,23
Donatas Motiejunas,Josh Smith,8
Dwight Howard,Josh Smith,3
Greg Monroe,Josh Smith,5
Isaiah Canaan,Josh Smith,2
James Harden,Josh Smith,60
Jason Terry,Josh Smith,24
Kentavious Caldwell-Pope,Josh Smith,7
Kostas Papanikolaou,Josh Smith,3
Kyle Singler,Josh Smith,3
Pablo Prigioni,Josh Smith,15
Patrick Beverley,Josh Smith,16
Spencer Dinwiddie,Josh Smith,2
Terrence Jones,Josh Smith,3
Trevor Ariza,Josh Smith,20
Anthony Davis,Jrue Holiday,17
Austin Rivers,Jrue Holiday,6
Eric Gordon,Jrue Holiday,3
John Salmons,Jrue Holiday,1
Norris Cole,Jrue Holiday,1
Omer Asik,Jrue Holiday,3
Ryan Anderson,Jrue Holiday,7
Tyreke Evans,Jrue Holiday,20
Adreian Payne,Justin Hamilton,4
Andrew Wiggins,Justin Hamilton,6
Chase Budinger,Justin Hamilton,4
Chris Bosh,Justin Hamilton,1
Dwyane Wade,Justin Hamilton,6
Gorgui Dieng,Justin Hamilton,2
Kevin Martin,Justin Hamilton,4
Lorenzo Brown,Justin Hamilton,8
Luol Deng,Justin Hamilton,3
Mario Chalmers,Justin Hamilton,6
Norris Cole,Justin Hamilton,4
Ricky Rubio,Justin Hamilton,4
Robbie Hummel,Justin Hamilton,1
Shabazz Napier,Justin Hamilton,1
Udonis Haslem,Justin Hamilton,1
Zach LaVine,Justin Hamilton,11
Andre Iguodala,Justin Holiday,10
Brandon Rush,Justin Holiday,2
David Lee,Justin Holiday,10
Draymond Green,Justin Holiday,5
Harrison Barnes,Justin Holiday,3
Klay Thompson,Justin Holiday,2
Leandro Barbosa,Justin Holiday,12
Marreese Speights,Justin Holiday,3
Ognjen Kuzmic,Justin Holiday,2
Shaun Livingston,Justin Holiday,18
Stephen Curry,Justin Holiday,8
Alonzo Gee,Jusuf Nurkic,1
Arron Afflalo,Jusuf Nurkic,8
Danilo Gallinari,Jusuf Nurkic,8
Darrell Arthur,Jusuf Nurkic,2
Erick Green,Jusuf Nurkic,2
Gary Harris,Jusuf Nurkic,2
Ian Clark,Jusuf Nurkic,1
JJ Hickson,Jusuf Nurkic,7
Jameer Nelson,Jusuf Nurkic,5
Kenneth Faried,Jusuf Nurkic,4
Nate Robinson,Jusuf Nurkic,9
Randy Foye,Jusuf Nurkic,8
Ty Lawson,Jusuf Nurkic,44
Will Barton,Jusuf Nurkic,8
Wilson Chandler,Jusuf Nurkic,6
Alexey Shved,KJ McDaniels,7
Brandon Davies,KJ McDaniels,5
Chris Johnson,KJ McDaniels,1
Clint Capela,KJ McDaniels,1
Furkan Aldemir,KJ McDaniels,1
Henry Sims,KJ McDaniels,4
Hollis Thompson,KJ McDaniels,4
JaKarr Sampson,KJ McDaniels,3
Jerami Grant,KJ McDaniels,6
Larry Drew,KJ McDaniels,4
Luc Moute a Mbah,KJ McDaniels,2
Malcolm Thomas,KJ McDaniels,1
Michael Carter-Williams,KJ McDaniels,30
Nerlens Noel,KJ McDaniels,6
Nick Johnson,KJ McDaniels,1
Robert Covington,KJ McDaniels,7
Tim Frazier,KJ McDaniels,4
Tony Wroten,KJ McDaniels,20
Aron Baynes,Kawhi Leonard,6
Austin Daye,Kawhi Leonard,1
Boris Diaw,Kawhi Leonard,31
Cory Joseph,Kawhi Leonard,11
Danny Green,Kawhi Leonard,17
Manu Ginobili,Kawhi Leonard,22
Marco Belinelli,Kawhi Leonard,4
Matt Bonner,Kawhi Leonard,5
Patty Mills,Kawhi Leonard,7
Tiago Splitter,Kawhi Leonard,13
Tim Duncan,Kawhi Leonard,36
Tony Parker,Kawhi Leonard,59
Avery Bradley,Kelly Olynyk,11
Brandan Wright,Kelly Olynyk,1
Brandon Bass,Kelly Olynyk,9
Evan Turner,Kelly Olynyk,41
Gerald Wallace,Kelly Olynyk,1
Isaiah Thomas,Kelly Olynyk,9
Jae Crowder,Kelly Olynyk,5
Jameer Nelson,Kelly Olynyk,7
James Young,Kelly Olynyk,1
Jared Sullinger,Kelly Olynyk,4
Jeff Green,Kelly Olynyk,8
Jonas Jerebko,Kelly Olynyk,5
Marcus Smart,Kelly Olynyk,18
Marcus Thornton,Kelly Olynyk,6
Phil Pressey,Kelly Olynyk,27
Rajon Rondo,Kelly Olynyk,26
Tayshaun Prince,Kelly Olynyk,1
Al Jefferson,Kemba Walker,24
Bismack Biyombo,Kemba Walker,2
Brian Roberts,Kemba Walker,3
Cody Zeller,Kemba Walker,8
Gary Neal,Kemba Walker,13
Gerald Henderson,Kemba Walker,25
Jason Maxiell,Kemba Walker,3
Jeff Taylor,Kemba Walker,4
Lance Stephenson,Kemba Walker,17
Marvin Williams,Kemba Walker,11
Michael Kidd-Gilchrist,Kemba Walker,12
Mo Williams,Kemba Walker,5
PJ Hairston,Kemba Walker,4
Troy Daniels,Kemba Walker,1
Brandon Knight,Kendall Marshall,2
Ersan Ilyasova,Kendall Marshall,2
Giannis Antetokounmpo,Kendall Marshall,1
Jabari Parker,Kendall Marshall,2
Jared Dudley,Kendall Marshall,3
Jerryd Bayless,Kendall Marshall,7
Johnny O'Bryant,Kendall Marshall,1
Khris Middleton,Kendall Marshall,1
Larry Sanders,Kendall Marshall,1
O.J. Mayo,Kendall Marshall,2
Zaza Pachulia,Kendall Marshall,1
Andre Roberson,Kendrick Perkins,1
Anthony Morrow,Kendrick Perkins,5
Iman Shumpert,Kendrick Perkins,3
Ish Smith,Kendrick Perkins,4
J.R. Smith,Kendrick Perkins,1
James Jones,Kendrick Perkins,1
Jeremy Lamb,Kendrick Perkins,7
Joe Harris,Kendrick Perkins,1
Kevin Durant,Kendrick Perkins,6
Kyrie Irving,Kendrick Perkins,2
Lance Thomas,Kendrick Perkins,1
Matthew Dellavedova,Kendrick Perkins,6
Nick Collison,Kendrick Perkins,4
Reggie Jackson,Kendrick Perkins,10
Russell Westbrook,Kendrick Perkins,10
Sebastian Telfair,Kendrick Perkins,7
Alonzo Gee,Kenneth Faried,1
Arron Afflalo,Kenneth Faried,17
Danilo Gallinari,Kenneth Faried,14
Darrell Arthur,Kenneth Faried,3
Gary Harris,Kenneth Faried,3
JJ Hickson,Kenneth Faried,2
Jameer Nelson,Kenneth Faried,13
Jusuf Nurkic,Kenneth Faried,6
Nate Robinson,Kenneth Faried,5
Randy Foye,Kenneth Faried,23
Timofey Mozgov,Kenneth Faried,1
Ty Lawson,Kenneth Faried,123
Will Barton,Kenneth Faried,5
Wilson Chandler,Kenneth Faried,23
Al Horford,Kent Bazemore,11
DeMarre Carroll,Kent Bazemore,7
Dennis Schroder,Kent Bazemore,26
Elton Brand,Kent Bazemore,1
Jeff Teague,Kent Bazemore,11
John Jenkins,Kent Bazemore,1
Kyle Korver,Kent Bazemore,5
Mike Muscala,Kent Bazemore,3
Mike Scott,Kent Bazemore,13
Paul Millsap,Kent Bazemore,13
Pero Antic,Kent Bazemore,1
Shelvin Mack,Kent Bazemore,8
Thabo Sefolosha,Kent Bazemore,3
Andre Drummond,Kentavious CaldwellPope,6
Anthony Tolliver,Kentavious CaldwellPope,8
Brandon Jennings,Kentavious CaldwellPope,55
Caron Butler,Kentavious CaldwellPope,12
Cartier Martin,Kentavious CaldwellPope,1
D.J. Augustin,Kentavious CaldwellPope,31
Greg Monroe,Kentavious CaldwellPope,25
Jodie Meeks,Kentavious CaldwellPope,9
Joel Anthony,Kentavious CaldwellPope,1
John III Lucas,Kentavious CaldwellPope,4
Jonas Jerebko,Kentavious CaldwellPope,7
Josh Smith,Kentavious CaldwellPope,31
Kyle Singler,Kentavious CaldwellPope,13
Reggie Jackson,Kentavious CaldwellPope,49
Shawne Williams,Kentavious CaldwellPope,3
Spencer Dinwiddie,Kentavious CaldwellPope,14
Tayshaun Prince,Kentavious CaldwellPope,7
Jared Dudley,Kenyon Martin,1
Jerryd Bayless,Kenyon Martin,1
Kendall Marshall,Kenyon Martin,2
Khris Middleton,Kenyon Martin,1
O.J. Mayo,Kenyon Martin,3
Andre Roberson,Kevin Durant,6
Anthony Morrow,Kevin Durant,2
Dion Waiters,Kevin Durant,5
Jeremy Lamb,Kevin Durant,1
Kendrick Perkins,Kevin Durant,3
Nick Collison,Kevin Durant,7
Perry Jones,Kevin Durant,2
Reggie Jackson,Kevin Durant,17
Russell Westbrook,Kevin Durant,72
Serge Ibaka,Kevin Durant,6
Steven Adams,Kevin Durant,10
Alan Anderson,Kevin Garnett,3
Andrew Wiggins,Kevin Garnett,1
Bojan Bogdanovic,Kevin Garnett,11
Deron Williams,Kevin Garnett,24
Gary Neal,Kevin Garnett,1
Jarrett Jack,Kevin Garnett,21
Joe Johnson,Kevin Garnett,25
Kevin Martin,Kevin Garnett,3
Mason Plumlee,Kevin Garnett,6
Mirza Teletovic,Kevin Garnett,3
Ricky Rubio,Kevin Garnett,12
Sergey Karasev,Kevin Garnett,3
AJ Price,Kevin Love,2
Anderson Varejao,Kevin Love,11
Dion Waiters,Kevin Love,8
Iman Shumpert,Kevin Love,6
J.R. Smith,Kevin Love,36
James Jones,Kevin Love,3
Joe Harris,Kevin Love,4
Kendrick Perkins,Kevin Love,1
Kyrie Irving,Kevin Love,84
LeBron James,Kevin Love,110
Matthew Dellavedova,Kevin Love,25
Mike Miller,Kevin Love,17
Shawn Marion,Kevin Love,8
Timofey Mozgov,Kevin Love,7
Tristan Thompson,Kevin Love,6
Adreian Payne,Kevin Martin,3
Andrew Wiggins,Kevin Martin,9
Anthony Bennett,Kevin Martin,7
Arinze Onuaku,Kevin Martin,2
Chase Budinger,Kevin Martin,4
Corey Brewer,Kevin Martin,4
Gary Neal,Kevin Martin,4
Gorgui Dieng,Kevin Martin,13
Justin Hamilton,Kevin Martin,7
Kevin Garnett,Kevin Martin,2
Lorenzo Brown,Kevin Martin,12
Mo Williams,Kevin Martin,21
Nikola Pekovic,Kevin Martin,4
Ricky Rubio,Kevin Martin,43
Robbie Hummel,Kevin Martin,1
Shabazz Muhammad,Kevin Martin,1
Thaddeus Young,Kevin Martin,8
Zach LaVine,Kevin Martin,24
Andre Miller,Kevin Seraphin,33
Bradley Beal,Kevin Seraphin,10
Drew Gooden,Kevin Seraphin,6
Garrett Temple,Kevin Seraphin,7
John Wall,Kevin Seraphin,18
Kris Humphries,Kevin Seraphin,6
Martell Webster,Kevin Seraphin,4
Nene,Kevin Seraphin,7
Otto Porter,Kevin Seraphin,11
Paul Pierce,Kevin Seraphin,5
Ramon Sessions,Kevin Seraphin,12
Rasual Butler,Kevin Seraphin,12
Toure Murry,Kevin Seraphin,1
Will Bynum,Kevin Seraphin,5
Brandon Knight,Khris Middleton,52
Chris Johnson,Khris Middleton,1
Ersan Ilyasova,Khris Middleton,10
Giannis Antetokounmpo,Khris Middleton,23
Jabari Parker,Khris Middleton,4
Jared Dudley,Khris Middleton,21
Jerryd Bayless,Khris Middleton,39
John Henson,Khris Middleton,13
Johnny O'Bryant,Khris Middleton,2
Jorge Gutierrez,Khris Middleton,3
Kendall Marshall,Khris Middleton,8
Kenyon Martin,Khris Middleton,1
Michael Carter-Williams,Khris Middleton,37
Miles Plumlee,Khris Middleton,1
O.J. Mayo,Khris Middleton,17
Tyler Ennis,Khris Middleton,7
Zaza Pachulia,Khris Middleton,45
Aaron Brooks,Kirk Hinrich,6
Cameron Bairstow,Kirk Hinrich,1
Derrick Rose,Kirk Hinrich,13
Jimmy Butler,Kirk Hinrich,20
Joakim Noah,Kirk Hinrich,17
Mike Dunleavy,Kirk Hinrich,6
Nikola Mirotic,Kirk Hinrich,12
Pau Gasol,Kirk Hinrich,9
Taj Gibson,Kirk Hinrich,7
Tony Snell,Kirk Hinrich,1
Andre Iguodala,Klay Thompson,27
Andrew Bogut,Klay Thompson,49
David Lee,Klay Thompson,17
Draymond Green,Klay Thompson,84
Festus Ezeli,Klay Thompson,4
Harrison Barnes,Klay Thompson,24
Justin Holiday,Klay Thompson,3
Leandro Barbosa,Klay Thompson,2
Marreese Speights,Klay Thompson,7
Shaun Livingston,Klay Thompson,33
Stephen Curry,Klay Thompson,169
Carlos Boozer,Kobe Bryant,12
Ed Davis,Kobe Bryant,2
Jeremy Lin,Kobe Bryant,22
Jordan Hill,Kobe Bryant,21
Ronnie Price,Kobe Bryant,10
Ryan Kelly,Kobe Bryant,1
Wayne Ellington,Kobe Bryant,1
Wesley Johnson,Kobe Bryant,15
Beno Udrih,Kosta Koufos,34
Courtney Lee,Kosta Koufos,3
Jeff Green,Kosta Koufos,7
Jon Leuer,Kosta Koufos,11
Jordan Adams,Kosta Koufos,2
Marc Gasol,Kosta Koufos,5
Mike Conley,Kosta Koufos,19
Nick Calathes,Kosta Koufos,20
Quincy Pondexter,Kosta Koufos,6
Russ Smith,Kosta Koufos,1
Tayshaun Prince,Kosta Koufos,4
Tony Allen,Kosta Koufos,9
Vince Carter,Kosta Koufos,8
Zach Randolph,Kosta Koufos,8
Corey Brewer,Kostas Papanikolaou,5
Donatas Motiejunas,Kostas Papanikolaou,5
Dwight Howard,Kostas Papanikolaou,4
Francisco Garcia,Kostas Papanikolaou,3
Isaiah Canaan,Kostas Papanikolaou,1
James Harden,Kostas Papanikolaou,19
Jason Terry,Kostas Papanikolaou,5
Joey Dorsey,Kostas Papanikolaou,2
Josh Smith,Kostas Papanikolaou,3
Patrick Beverley,Kostas Papanikolaou,2
Trevor Ariza,Kostas Papanikolaou,5
Andre Miller,Kris Humphries,25
Bradley Beal,Kris Humphries,23
Garrett Temple,Kris Humphries,2
John Wall,Kris Humphries,57
Kevin Seraphin,Kris Humphries,8
Marcin Gortat,Kris Humphries,5
Martell Webster,Kris Humphries,4
Nene,Kris Humphries,5
Otto Porter,Kris Humphries,6
Paul Pierce,Kris Humphries,8
Ramon Sessions,Kris Humphries,9
Rasual Butler,Kris Humphries,13
Will Bynum,Kris Humphries,2
Boris Diaw,Kyle Anderson,3
Cory Joseph,Kyle Anderson,1
Jeff Ayres,Kyle Anderson,1
Marco Belinelli,Kyle Anderson,1
Matt Bonner,Kyle Anderson,3
Patty Mills,Kyle Anderson,1
Tiago Splitter,Kyle Anderson,2
Tony Parker,Kyle Anderson,1
Al Horford,Kyle Korver,51
DeMarre Carroll,Kyle Korver,26
Dennis Schroder,Kyle Korver,35
Jeff Teague,Kyle Korver,78
Kent Bazemore,Kyle Korver,6
Mike Muscala,Kyle Korver,3
Mike Scott,Kyle Korver,9
Paul Millsap,Kyle Korver,38
Pero Antic,Kyle Korver,13
Shelvin Mack,Kyle Korver,12
Thabo Sefolosha,Kyle Korver,7
Amir Johnson,Kyle Lowry,28
Charles Hayes,Kyle Lowry,2
DeMar DeRozan,Kyle Lowry,28
Greivis Vasquez,Kyle Lowry,23
James Johnson,Kyle Lowry,12
Jonas Valanciunas,Kyle Lowry,10
Landry Fields,Kyle Lowry,2
Louis Williams,Kyle Lowry,12
Patrick Patterson,Kyle Lowry,20
Terrence Ross,Kyle Lowry,14
Tyler Hansbrough,Kyle Lowry,3
Aaron Gordon,Kyle OQuinn,1
Ben Gordon,Kyle OQuinn,5
Channing Frye,Kyle OQuinn,2
Elfrid Payton,Kyle OQuinn,31
Evan Fournier,Kyle OQuinn,8
Luke Ridnour,Kyle OQuinn,4
Maurice Harkless,Kyle OQuinn,2
Nikola Vucevic,Kyle OQuinn,4
Tobias Harris,Kyle OQuinn,6
Victor Oladipo,Kyle OQuinn,10
Willie Green,Kyle OQuinn,6
Andre Drummond,Kyle Singler,5
Andre Roberson,Kyle Singler,3
Anthony Morrow,Kyle Singler,2
Brandon Jennings,Kyle Singler,32
Caron Butler,Kyle Singler,3
D.J. Augustin,Kyle Singler,26
Dion Waiters,Kyle Singler,3
Enes Kanter,Kyle Singler,3
Greg Monroe,Kyle Singler,17
Jodie Meeks,Kyle Singler,2
John III Lucas,Kyle Singler,1
Josh Smith,Kyle Singler,21
Kentavious Caldwell-Pope,Kyle Singler,9
Nick Collison,Kyle Singler,1
Russell Westbrook,Kyle Singler,8
Spencer Dinwiddie,Kyle Singler,3
AJ Price,Kyrie Irving,1
Anderson Varejao,Kyrie Irving,6
Dion Waiters,Kyrie Irving,13
Iman Shumpert,Kyrie Irving,9
J.R. Smith,Kyrie Irving,11
James Jones,Kyrie Irving,1
Joe Harris,Kyrie Irving,7
Kevin Love,Kyrie Irving,20
LeBron James,Kyrie Irving,74
Matthew Dellavedova,Kyrie Irving,16
Mike Miller,Kyrie Irving,4
Shawn Marion,Kyrie Irving,8
Timofey Mozgov,Kyrie Irving,9
Tristan Thompson,Kyrie Irving,8
Allen Crabbe,LaMarcus Aldridge,7
Arron Afflalo,LaMarcus Aldridge,3
CJ McCollum,LaMarcus Aldridge,10
Chris Kaman,LaMarcus Aldridge,10
Damian Lillard,LaMarcus Aldridge,130
Dorell Wright,LaMarcus Aldridge,3
Meyers Leonard,LaMarcus Aldridge,1
Nicolas Batum,LaMarcus Aldridge,74
Robin Lopez,LaMarcus Aldridge,8
Steve Blake,LaMarcus Aldridge,46
Thomas Robinson,LaMarcus Aldridge,1
Tim Frazier,LaMarcus Aldridge,2
Wesley Matthews,LaMarcus Aldridge,28
Will Barton,LaMarcus Aldridge,2
Al Jefferson,Lance Stephenson,12
Bismack Biyombo,Lance Stephenson,1
Brian Roberts,Lance Stephenson,14
Cody Zeller,Lance Stephenson,5
Gary Neal,Lance Stephenson,4
Gerald Henderson,Lance Stephenson,5
Jason Maxiell,Lance Stephenson,1
Jeff Taylor,Lance Stephenson,1
Kemba Walker,Lance Stephenson,10
Marvin Williams,Lance Stephenson,7
Michael Kidd-Gilchrist,Lance Stephenson,2
Mo Williams,Lance Stephenson,6
Alexey Shved,Lance Thomas,6
Amar'e Stoudemire,Lance Thomas,2
Andre Roberson,Lance Thomas,1
Andrea Bargnani,Lance Thomas,10
Carmelo Anthony,Lance Thomas,5
Cole Aldrich,Lance Thomas,6
Jason Smith,Lance Thomas,7
Jeremy Lamb,Lance Thomas,2
Jose Calderon,Lance Thomas,6
Langston Galloway,Lance Thomas,15
Lou Amundson,Lance Thomas,2
Nick Collison,Lance Thomas,4
Quincy Acy,Lance Thomas,1
Reggie Jackson,Lance Thomas,9
Ricky Ledo,Lance Thomas,1
Russell Westbrook,Lance Thomas,1
Sebastian Telfair,Lance Thomas,9
Serge Ibaka,Lance Thomas,2
Shane Larkin,Lance Thomas,18
Steven Adams,Lance Thomas,1
Tim Jr. Hardaway,Lance Thomas,11
Travis Wear,Lance Thomas,1
Amir Johnson,Landry Fields,1
Charles Hayes,Landry Fields,1
Greivis Vasquez,Landry Fields,1
Kyle Lowry,Landry Fields,8
Louis Williams,Landry Fields,1
Terrence Ross,Landry Fields,1
Alexey Shved,Langston Galloway,7
Amar'e Stoudemire,Langston Galloway,2
Andrea Bargnani,Langston Galloway,7
Carmelo Anthony,Langston Galloway,5
Cleanthony Early,Langston Galloway,3
Cole Aldrich,Langston Galloway,11
Jason Smith,Langston Galloway,22
Jose Calderon,Langston Galloway,9
Lance Thomas,Langston Galloway,8
Lou Amundson,Langston Galloway,16
Quincy Acy,Langston Galloway,2
Ricky Ledo,Langston Galloway,2
Shane Larkin,Langston Galloway,9
Tim Jr. Hardaway,Langston Galloway,6
Travis Wear,Langston Galloway,4
Furkan Aldemir,Larry Drew,1
Henry Sims,Larry Drew,2
Hollis Thompson,Larry Drew,3
JaKarr Sampson,Larry Drew,1
Michael Carter-Williams,Larry Drew,1
Robert Covington,Larry Drew,1
Brandon Knight,Larry Sanders,10
Giannis Antetokounmpo,Larry Sanders,8
Jabari Parker,Larry Sanders,10
Jared Dudley,Larry Sanders,4
Jerryd Bayless,Larry Sanders,1
Kendall Marshall,Larry Sanders,8
Khris Middleton,Larry Sanders,7
O.J. Mayo,Larry Sanders,6
AJ Price,Lavoy Allen,9
CJ Miles,Lavoy Allen,6
CJ Watson,Lavoy Allen,13
Chris Copeland,Lavoy Allen,4
Damjan Rudez,Lavoy Allen,8
David West,Lavoy Allen,8
Donald Sloan,Lavoy Allen,12
George Hill,Lavoy Allen,3
Ian Mahinmi,Lavoy Allen,5
Luis Scola,Lavoy Allen,9
Rodney Stuckey,Lavoy Allen,6
Roy Hibbert,Lavoy Allen,2
Solomon Hill,Lavoy Allen,10
Anderson Varejao,LeBron James,7
Dion Waiters,LeBron James,11
Iman Shumpert,LeBron James,5
J.R. Smith,LeBron James,24
James Jones,LeBron James,1
Joe Harris,LeBron James,1
Kendrick Perkins,LeBron James,1
Kevin Love,LeBron James,51
Kyrie Irving,LeBron James,66
Matthew Dellavedova,LeBron James,18
Mike Miller,LeBron James,3
Shawn Marion,LeBron James,10
Timofey Mozgov,LeBron James,10
Tristan Thompson,LeBron James,7
Andre Iguodala,Leandro Barbosa,28
Andrew Bogut,Leandro Barbosa,2
Brandon Rush,Leandro Barbosa,1
David Lee,Leandro Barbosa,15
Draymond Green,Leandro Barbosa,12
Festus Ezeli,Leandro Barbosa,1
Harrison Barnes,Leandro Barbosa,6
Justin Holiday,Leandro Barbosa,7
Klay Thompson,Leandro Barbosa,3
Marreese Speights,Leandro Barbosa,2
Ognjen Kuzmic,Leandro Barbosa,1
Shaun Livingston,Leandro Barbosa,30
Stephen Curry,Leandro Barbosa,20
Glen Davis,Lester Hudson,1
Hedo Turkoglu,Lester Hudson,1
Spencer Hawes,Lester Hudson,1
Adreian Payne,Lorenzo Brown,1
Andrew Wiggins,Lorenzo Brown,6
Anthony Bennett,Lorenzo Brown,1
Arinze Onuaku,Lorenzo Brown,1
Gary Neal,Lorenzo Brown,1
Gorgui Dieng,Lorenzo Brown,1
Kevin Martin,Lorenzo Brown,1
Ricky Rubio,Lorenzo Brown,1
Robbie Hummel,Lorenzo Brown,2
Sean Kilpatrick,Lorenzo Brown,1
Zach LaVine,Lorenzo Brown,4
Alexey Shved,Lou Amundson,6
Andrea Bargnani,Lou Amundson,3
Cleanthony Early,Lou Amundson,2
Cole Aldrich,Lou Amundson,1
James Jones,Lou Amundson,1
Jason Smith,Lou Amundson,8
Jose Calderon,Lou Amundson,14
Lance Thomas,Lou Amundson,6
Langston Galloway,Lou Amundson,11
Quincy Acy,Lou Amundson,1
Ricky Ledo,Lou Amundson,2
Shane Larkin,Lou Amundson,7
Tim Jr. Hardaway,Lou Amundson,9
Amir Johnson,Lou Williams,4
Charles Hayes,Lou Williams,1
DeMar DeRozan,Lou Williams,13
Greivis Vasquez,Lou Williams,41
James Johnson,Lou Williams,12
Kyle Lowry,Lou Williams,37
Patrick Patterson,Lou Williams,30
Terrence Ross,Lou Williams,6
Tyler Hansbrough,Lou Williams,3
Greivis Vasquez,Louis Williams,1
Patrick Patterson,Louis Williams,1
Alexey Shved,Luc Mbah a Moute,2
Brandon Davies,Luc Mbah a Moute,5
Henry Sims,Luc Mbah a Moute,9
Hollis Thompson,Luc Mbah a Moute,7
Isaiah Canaan,Luc Mbah a Moute,13
